Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
0,1,44.0,0,0,761,1.0,1,1,1,4.0,3,2.0,4,4,4,4,3,4,5,11,0.0,1
0,1,56.0,0,1,575,5.0,4,4,4,4.0,5,2.0,5,5,5,5,5,5,1,0,0.0,1
0,1,25.0,0,0,2391,2.0,2,2,2,5.0,4,5.0,5,3,2,5,5,4,5,0,0.0,1
0,1,35.0,0,0,449,4.0,4,4,4,3.0,4,5.0,5,5,5,5,5,5,5,0,0.0,1
1,1,18.0,0,2,2300,4.0,3,5,3,4.0,4,5.0,4,1,5,4,4,3,4,3,0.0,1
0,1,19.0,1,1,546,4.0,1,4,4,4.0,4,4.0,4,4,4,3,2,4,4,0,0.0,1
0,1,39.0,0,0,2117,2.0,2,2,2,5.0,4,4.0,3,3,3,3,5,3,3,0,15.0,1
0,1,57.0,0,0,1611,5.0,5,3,5,4.0,4,5.0,4,4,4,4,4,4,4,0,0.0,1
1,1,39.0,0,1,1042,1.0,2,2,2,1.0,2,1.0,1,2,5,2,1,2,1,0,0.0,0
1,1,46.0,0,0,2984,1.0,1,1,1,3.0,4,4.0,4,4,4,4,3,4,5,0,0.0,1
1,1,37.0,1,1,227,3.0,5,3,4,4.0,3,4.0,4,3,2,5,3,5,4,36,43.0,0
0,1,58.0,0,0,2896,1.0,1,1,1,2.0,5,4.0,5,5,5,5,5,5,3,21,40.0,1
1,1,48.0,0,0,1023,1.0,1,1,1,4.0,4,4.0,5,5,5,5,5,5,5,61,49.0,1
0,1,43.0,0,0,3136,3.0,3,3,3,5.0,5,4.0,4,4,4,4,3,4,4,60,53.0,1
0,1,39.0,0,0,1543,3.0,3,3,3,4.0,5,4.0,4,4,4,4,4,4,4,0,0.0,1
1,1,21.0,0,0,3455,2.0,2,2,2,5.0,5,5.0,5,3,4,4,5,5,5,11,19.0,1
0,1,34.0,0,0,1999,4.0,4,4,4,4.0,4,4.0,5,5,5,5,5,5,5,0,0.0,1
0,0,68.0,0,0,158,3.0,2,2,4,3.0,2,3.0,3,3,4,5,4,5,3,0,0.0,0
1,1,38.0,0,0,2740,3.0,3,3,3,2.0,5,4.0,5,5,5,5,4,5,5,0,0.0,1
0,1,54.0,0,0,3342,1.0,1,1,1,3.0,5,5.0,5,5,4,5,4,5,4,0,0.0,1
1,1,42.0,0,0,1544,5.0,5,5,5,4.0,1,3.0,5,5,5,5,5,5,3,0,0.0,1
0,1,58.0,0,0,3556,3.0,3,3,3,4.0,4,5.0,5,5,5,5,5,5,3,0,0.0,1
1,1,39.0,0,0,1846,5.0,5,5,5,3.0,4,4.0,5,5,5,5,3,5,5,0,0.0,1
0,1,58.0,0,0,3944,0.0,0,0,4,4.0,4,5.0,1,1,1,1,3,1,4,0,0.0,1
1,0,62.0,0,1,459,3.0,1,3,2,3.0,3,3.0,3,1,5,3,1,3,3,48,61.0,0
1,0,11.0,0,0,967,4.0,4,4,4,3.0,4,3.0,3,5,4,4,4,4,3,0,0.0,1
0,1,46.0,0,0,862,3.0,3,3,3,4.0,5,5.0,4,4,4,4,4,4,5,0,0.0,1
0,1,36.0,0,0,3128,1.0,1,1,1,5.0,4,4.0,4,4,4,4,3,4,3,0,0.0,1
1,1,42.0,0,0,2094,2.0,2,2,2,4.0,2,2.0,5,5,5,5,1,5,1,0,0.0,1
0,1,66.0,1,1,907,0.0,4,0,3,5.0,5,4.0,5,5,0,5,5,5,4,5,0.0,1
0,1,53.0,1,1,102,3.0,5,3,2,2.0,4,5.0,1,1,3,1,5,1,5,0,4.0,0
0,1,30.0,0,0,3877,4.0,4,4,4,4.0,4,4.0,4,2,2,2,4,3,4,0,0.0,1
1,1,37.0,0,0,2990,3.0,3,3,3,4.0,5,4.0,4,4,4,4,4,4,3,111,129.0,1
1,1,53.0,0,0,366,2.0,2,2,2,3.0,5,4.0,4,4,4,4,5,4,4,0,0.0,1
1,1,27.0,0,0,2349,1.0,1,5,1,4.0,4,4.0,4,2,1,3,1,5,4,0,0.0,1
0,1,42.0,0,0,2475,3.0,3,3,3,4.0,4,5.0,5,5,5,5,5,5,4,0,0.0,1
1,1,48.0,0,0,1539,3.0,3,3,3,2.0,4,5.0,5,5,5,5,5,5,5,5,0.0,1
1,0,24.0,0,1,337,4.0,5,4,2,2.0,4,2.0,2,3,2,5,4,4,2,0,10.0,1
1,1,44.0,0,0,2465,4.0,4,4,4,4.0,5,4.0,3,3,3,3,5,3,5,6,0.0,1
1,1,39.0,0,0,1046,2.0,2,2,2,3.0,5,5.0,5,5,5,5,4,5,4,0,0.0,1
0,1,59.0,0,0,2704,2.0,2,2,2,4.0,4,4.0,5,4,3,5,4,5,4,18,16.0,1
0,1,49.0,0,0,1727,1.0,1,4,1,5.0,5,4.0,4,4,4,4,4,4,3,23,13.0,1
1,1,40.0,0,0,1028,1.0,1,1,1,4.0,2,4.0,3,3,3,3,1,3,5,0,0.0,1
0,1,57.0,0,1,599,5.0,4,2,4,3.0,5,3.0,5,5,5,5,5,5,5,0,8.0,1
0,1,53.0,0,0,448,4.0,4,4,4,3.0,5,5.0,4,4,4,4,5,4,4,0,0.0,1
1,0,26.0,0,0,697,5.0,4,4,3,1.0,4,1.0,1,4,2,4,3,4,1,34,33.0,1
0,1,48.0,0,0,3806,1.0,1,1,1,5.0,5,4.0,4,4,4,4,3,4,5,0,3.0,1
0,1,24.0,0,0,2941,4.0,4,4,4,5.0,5,5.0,5,1,5,1,2,3,5,45,49.0,1
1,1,40.0,0,0,2694,4.0,4,4,4,2.0,4,4.0,4,4,5,4,4,4,5,0,1.0,1
1,1,7.0,1,1,712,2.0,4,2,4,3.0,2,4.0,3,2,2,1,5,2,3,0,0.0,0
1,1,26.0,0,0,393,1.0,1,1,1,5.0,5,5.0,5,5,4,5,4,5,5,0,0.0,1
1,1,60.0,0,0,3048,2.0,2,2,2,4.0,4,4.0,5,5,5,5,5,5,3,25,37.0,1
1,1,13.0,1,1,541,5.0,5,5,2,3.0,5,3.0,3,5,4,5,5,5,3,0,0.0,1
1,1,30.0,0,0,352,1.0,1,1,1,4.0,4,4.0,4,5,2,3,3,2,4,0,1.0,1
1,1,29.0,1,1,1750,1.0,2,1,2,5.0,1,5.0,5,2,2,3,1,2,5,0,0.0,0
1,1,57.0,0,0,930,1.0,1,1,1,3.0,4,5.0,4,4,4,4,4,4,4,8,0.0,1
1,1,25.0,0,0,583,4.0,4,4,4,4.0,4,4.0,4,4,2,5,5,5,4,7,0.0,1
1,1,59.0,0,0,2521,2.0,2,2,2,5.0,5,5.0,5,5,5,5,5,5,5,0,0.0,1
1,1,57.0,0,0,1533,3.0,4,3,3,4.0,5,4.0,2,2,2,2,3,2,3,0,0.0,1
0,0,20.0,0,0,768,0.0,5,0,5,0.0,3,3.0,5,5,4,4,3,5,3,0,0.0,1
0,1,32.0,0,0,1574,4.0,4,4,4,4.0,4,4.0,4,2,2,5,2,2,4,49,41.0,1
1,1,29.0,0,0,1849,1.0,1,1,1,5.0,5,5.0,5,4,2,4,5,5,5,0,8.0,1
1,1,57.0,0,0,2056,3.0,3,3,3,5.0,3,1.0,5,5,5,5,2,5,4,0,0.0,1
0,1,52.0,1,1,545,3.0,5,4,3,2.0,2,5.0,3,3,4,3,3,3,2,0,0.0,1
1,1,54.0,0,1,516,5.0,4,4,4,5.0,5,5.0,5,1,5,5,2,4,5,0,0.0,1
1,0,23.0,0,1,395,0.0,4,1,4,5.0,1,5.0,5,4,3,5,3,4,5,0,0.0,1
1,0,24.0,0,1,566,0.0,5,0,2,5.0,0,3.0,5,3,5,4,5,1,5,1,0.0,1
1,0,22.0,0,0,315,5.0,0,5,3,4.0,5,4.0,4,4,5,4,3,4,4,0,2.0,1
1,0,54.0,0,1,474,0.0,0,1,4,5.0,1,5.0,5,1,2,3,2,5,5,0,0.0,1
0,1,28.0,0,0,3138,3.0,3,3,3,4.0,4,4.0,4,4,3,5,4,5,4,7,5.0,1
1,1,38.0,0,2,2640,5.0,5,5,5,5.0,5,5.0,5,2,2,5,4,3,5,0,0.0,1
1,1,52.0,0,0,3247,1.0,1,1,1,5.0,4,4.0,5,5,5,4,3,5,5,0,0.0,1
0,1,46.0,0,0,1476,5.0,5,5,5,5.0,5,5.0,3,3,3,3,5,3,3,54,59.0,1
0,1,38.0,0,0,1021,3.0,3,3,3,3.0,5,5.0,5,5,5,5,5,5,5,30,23.0,1
1,1,52.0,0,0,1631,4.0,4,4,4,3.0,5,4.0,5,5,5,5,5,5,3,0,0.0,1
1,0,23.0,0,1,1075,4.0,4,4,5,5.0,4,5.0,5,2,1,3,3,4,5,0,0.0,1
0,0,24.0,0,0,626,3.0,4,3,3,1.0,3,2.0,1,3,2,4,2,3,1,0,0.0,0
0,1,36.0,0,0,200,2.0,2,2,2,4.0,5,5.0,4,4,4,4,4,4,3,0,0.0,1
1,1,49.0,0,1,432,5.0,4,4,4,5.0,5,4.0,5,4,1,1,3,4,5,0,0.0,1
1,1,39.0,0,0,3867,4.0,4,4,4,2.0,4,4.0,4,4,4,4,3,4,5,5,0.0,1
1,1,40.0,0,0,2810,2.0,2,2,2,5.0,5,4.0,5,5,5,5,4,5,4,24,46.0,1
1,1,24.0,1,0,552,2.0,4,2,4,3.0,2,3.0,3,5,3,5,5,5,3,6,0.0,0
0,0,25.0,0,0,358,4.0,0,4,3,1.0,4,1.0,1,4,3,5,5,5,1,0,0.0,1
0,1,28.0,0,1,1189,4.0,4,4,4,4.0,4,4.0,4,1,4,2,1,1,4,0,0.0,1
0,1,57.0,0,0,1727,3.0,3,3,3,3.0,4,5.0,4,4,4,4,5,4,5,0,13.0,1
1,1,25.0,0,0,2562,4.0,4,4,4,4.0,4,4.0,4,5,4,5,5,3,4,0,0.0,1
0,1,62.0,1,1,337,4.0,5,4,3,5.0,5,5.0,2,2,4,2,4,2,2,36,17.0,0
0,0,30.0,0,2,314,0.0,0,0,4,2.0,0,2.0,2,5,3,1,4,2,2,0,0.0,1
0,1,50.0,0,0,2717,3.0,1,1,1,1.0,3,1.0,2,2,2,2,3,2,5,23,13.0,1
0,0,40.0,0,0,397,5.0,5,5,5,3.0,5,3.0,3,1,1,1,4,2,3,0,0.0,1
0,1,52.0,0,0,3766,5.0,5,5,5,2.0,4,5.0,5,5,5,5,5,5,5,1,0.0,1
1,1,47.0,0,0,2701,1.0,1,1,1,4.0,4,4.0,5,1,4,3,4,5,4,0,0.0,1
0,1,55.0,0,0,3140,3.0,3,3,3,3.0,4,5.0,5,5,5,5,5,5,3,0,0.0,1
1,1,22.0,1,1,277,4.0,0,3,1,1.0,3,2.0,1,3,4,5,4,4,1,24,30.0,0
0,1,57.0,0,0,3488,3.0,3,3,3,5.0,4,5.0,4,4,4,4,5,4,4,0,0.0,1
1,1,40.0,0,0,1739,1.0,1,1,1,2.0,4,4.0,4,4,4,4,5,4,5,12,18.0,1
1,0,28.0,0,0,395,4.0,4,4,5,4.0,4,4.0,4,5,2,5,4,5,4,0,0.0,1
0,1,31.0,0,0,3971,3.0,3,3,3,5.0,5,5.0,5,5,2,5,4,5,5,0,5.0,1
1,0,19.0,0,0,517,4.0,0,4,4,3.0,4,3.0,3,5,4,5,4,5,3,7,8.0,1
1,1,39.0,0,0,3729,0.0,4,1,1,3.0,5,4.0,4,4,4,4,4,4,3,0,0.0,1
1,1,40.0,0,0,2753,1.0,1,1,1,2.0,4,4.0,4,4,4,4,3,4,4,0,0.0,1
1,0,21.0,0,1,462,4.0,0,4,4,1.0,4,1.0,1,3,5,5,5,4,1,11,9.0,1
1,1,46.0,0,0,3752,5.0,5,5,5,5.0,4,5.0,4,4,4,4,5,4,4,10,16.0,1
1,1,68.0,1,1,991,0.0,4,1,2,5.0,1,5.0,5,4,2,5,4,4,5,0,0.0,1
1,1,30.0,0,0,480,1.0,1,1,1,3.0,4,3.0,3,4,3,4,3,4,3,19,17.0,1
1,0,47.0,0,0,957,5.0,5,5,1,2.0,5,2.0,2,5,5,5,4,4,2,0,3.0,1
1,1,16.0,1,1,587,5.0,3,5,4,3.0,5,3.0,3,2,5,3,2,3,3,0,0.0,1
0,0,23.0,0,1,229,5.0,4,5,4,3.0,5,3.0,3,3,5,5,3,5,3,0,0.0,1
1,1,51.0,0,0,862,3.0,3,3,3,4.0,5,3.0,5,5,5,5,3,5,5,0,0.0,1
0,1,55.0,0,1,331,5.0,5,5,5,2.0,5,1.0,5,5,5,5,2,5,3,0,6.0,1
1,1,22.0,0,1,620,5.0,1,4,4,5.0,5,4.0,5,4,3,1,5,3,5,8,0.0,1
1,1,64.0,1,1,1849,2.0,3,2,3,3.0,2,3.0,3,4,4,2,3,3,3,0,0.0,0
0,1,44.0,0,1,230,4.0,2,2,2,3.0,5,3.0,4,4,4,4,1,4,3,0,0.0,1
0,1,21.0,0,2,2454,5.0,3,3,3,5.0,5,5.0,5,1,4,5,1,4,5,0,0.0,1
0,1,54.0,0,0,1440,4.0,4,4,4,3.0,4,4.0,4,4,4,4,3,4,4,12,0.0,1
1,1,45.0,0,0,957,2.0,2,2,2,2.0,5,4.0,5,5,5,5,5,5,4,0,0.0,1
0,0,23.0,0,2,370,0.0,0,0,1,5.0,0,2.0,5,2,4,3,4,4,5,0,0.0,1
1,1,53.0,0,0,1835,4.0,4,4,4,4.0,3,2.0,5,5,5,5,1,5,1,0,0.0,1
1,1,77.0,0,0,2659,5.0,5,5,5,4.0,5,4.0,3,3,3,3,3,3,4,18,9.0,1
1,1,35.0,0,0,1699,4.0,4,4,4,1.0,1,2.0,4,4,4,4,1,4,4,0,5.0,1
1,1,43.0,0,1,954,5.0,2,2,2,5.0,5,5.0,5,5,1,4,1,4,5,0,0.0,1
1,1,40.0,0,0,1256,4.0,4,4,4,2.0,5,5.0,4,4,4,4,3,4,5,6,17.0,1
1,1,35.0,0,0,1639,3.0,1,4,1,3.0,5,5.0,4,4,5,5,4,4,5,8,8.0,1
0,1,29.0,0,0,978,1.0,3,3,3,1.0,1,1.0,1,4,3,2,4,3,1,0,0.0,0
1,1,22.0,0,2,944,4.0,3,3,3,4.0,5,4.0,4,4,5,1,3,4,4,0,0.0,1
1,1,44.0,0,0,1050,5.0,5,5,5,1.0,4,1.0,4,4,4,4,3,4,1,0,0.0,1
0,1,44.0,0,0,2178,5.0,5,5,5,4.0,5,5.0,5,5,5,5,5,5,4,0,0.0,1
1,0,10.0,0,1,622,3.0,3,3,3,3.0,3,3.0,3,1,2,4,1,4,3,0,11.0,0
0,1,53.0,0,2,1010,4.0,1,2,1,4.0,4,4.0,4,1,2,3,4,4,4,92,167.0,1
0,1,35.0,0,1,438,4.0,2,1,2,4.0,4,4.0,4,2,3,4,5,3,4,0,0.0,1
0,0,24.0,0,1,502,5.0,0,5,4,3.0,0,3.0,3,5,5,5,4,4,3,0,0.0,1
0,0,22.0,0,1,816,4.0,4,4,4,1.0,4,1.0,1,4,2,4,3,4,1,0,0.0,1
0,1,32.0,0,0,551,4.0,4,4,4,4.0,4,4.0,4,5,5,3,4,1,4,0,0.0,1
1,0,23.0,0,0,1407,3.0,5,5,4,5.0,5,2.0,5,3,2,5,4,5,5,32,24.0,1
0,1,24.0,0,0,3459,3.0,3,3,3,4.0,4,5.0,4,5,3,1,3,1,4,0,0.0,1
1,1,67.0,0,0,432,1.0,1,1,1,2.0,4,4.0,4,4,4,4,4,4,4,0,4.0,1
0,1,47.0,0,0,2432,5.0,5,5,5,5.0,4,5.0,5,5,5,5,3,5,4,0,1.0,1
1,1,64.0,0,0,1699,2.0,2,2,2,3.0,1,1.0,4,4,4,4,5,4,5,1,0.0,1
1,1,9.0,0,1,1009,0.0,3,0,1,5.0,0,3.0,5,4,3,5,2,2,5,0,0.0,1
0,1,55.0,0,1,594,2.0,1,2,1,3.0,4,3.0,2,2,2,2,5,2,2,0,0.0,1
0,1,59.0,0,0,2250,4.0,4,4,4,4.0,5,3.0,5,5,5,3,2,5,4,0,0.0,1
1,1,40.0,0,0,2465,5.0,5,5,5,4.0,5,4.0,4,4,4,4,3,4,3,3,1.0,1
0,1,29.0,0,2,1399,5.0,4,4,4,5.0,5,5.0,5,5,4,1,1,3,5,0,0.0,1
1,1,44.0,0,0,590,2.0,2,2,2,4.0,5,5.0,4,4,4,4,4,4,4,0,0.0,1
0,1,37.0,0,0,2582,4.0,3,3,3,3.0,3,3.0,4,4,4,4,3,4,1,0,0.0,0
1,1,42.0,0,0,3372,5.0,4,5,5,3.0,4,5.0,4,4,4,4,4,4,5,0,0.0,1
0,1,59.0,0,0,377,3.0,3,3,3,2.0,5,5.0,2,2,2,2,3,2,4,56,33.0,1
0,1,12.0,1,1,588,5.0,5,5,3,1.0,5,1.0,1,3,3,5,4,5,1,85,93.0,1
1,1,40.0,0,0,3693,2.0,2,4,2,5.0,4,4.0,4,4,4,4,5,4,5,0,0.0,1
1,1,56.0,0,1,803,4.0,5,5,5,4.0,4,4.0,4,1,5,4,2,4,4,0,0.0,1
0,1,44.0,0,0,2350,2.0,2,2,2,4.0,4,4.0,2,2,2,2,3,2,3,0,0.0,1
0,1,39.0,0,0,802,4.0,4,4,4,2.0,5,5.0,5,5,5,5,4,5,3,57,74.0,1
1,0,22.0,0,1,467,4.0,0,4,1,4.0,4,5.0,5,3,5,4,4,1,5,0,0.0,1
1,1,36.0,0,1,293,4.0,5,5,5,4.0,4,4.0,4,1,5,3,3,3,4,2,0.0,0
0,1,36.0,0,0,1592,4.0,4,4,4,3.0,5,5.0,5,5,5,5,3,5,4,0,0.0,1
1,1,55.0,0,1,109,5.0,5,5,5,5.0,5,5.0,5,1,5,3,4,3,5,0,0.0,1
0,1,29.0,0,2,657,3.0,1,1,1,3.0,3,3.0,3,1,1,4,2,3,3,0,0.0,0
0,1,37.0,1,1,740,4.0,5,4,5,3.0,4,3.0,3,3,2,4,3,4,3,0,0.0,0
1,1,41.0,0,0,3750,4.0,4,4,4,4.0,4,4.0,4,4,4,5,4,3,4,168,185.0,1
1,1,39.0,0,0,1906,3.0,2,2,2,3.0,5,4.0,4,4,4,4,5,4,4,0,0.0,1
1,1,25.0,0,0,628,1.0,4,4,4,1.0,1,1.0,1,4,1,3,2,4,1,17,52.0,0
1,1,42.0,0,0,1389,1.0,1,1,1,5.0,5,4.0,4,4,4,4,4,4,4,15,0.0,1
0,1,43.0,0,0,3926,3.0,3,3,3,3.0,5,4.0,5,5,5,4,4,5,3,19,16.0,1
1,1,46.0,0,0,1731,2.0,2,2,2,3.0,1,4.0,5,5,4,5,4,5,4,0,0.0,1
1,1,54.0,0,1,148,4.0,2,2,2,4.0,4,4.0,4,2,5,2,2,4,4,50,39.0,1
1,1,19.0,0,0,2217,0.0,0,0,3,5.0,5,5.0,5,5,3,4,3,4,5,0,0.0,1
1,1,43.0,0,0,3982,1.0,1,1,1,5.0,5,5.0,5,1,1,2,2,3,5,0,0.0,1
0,1,33.0,0,0,163,1.0,1,3,1,4.0,1,1.0,4,4,4,4,4,4,4,0,6.0,1
1,1,43.0,0,0,2523,1.0,1,1,1,5.0,5,5.0,5,4,1,5,5,3,5,1,0.0,1
0,0,22.0,0,1,689,4.0,4,4,4,3.0,4,3.0,3,4,1,3,5,3,3,7,0.0,1
1,1,62.0,0,0,2483,0.0,4,0,4,1.0,2,4.0,4,4,4,4,1,4,3,0,0.0,1
1,1,55.0,0,0,683,4.0,4,2,4,2.0,4,4.0,4,4,5,4,3,4,5,9,86.0,1
0,0,23.0,0,1,337,4.0,3,4,2,4.0,4,4.0,4,5,3,1,1,3,4,27,21.0,1
0,1,54.0,0,0,2586,1.0,1,2,1,4.0,4,4.0,5,4,3,5,4,5,4,4,4.0,1
0,1,60.0,0,0,2333,4.0,1,4,4,3.0,5,5.0,5,5,5,5,5,5,3,16,25.0,1
1,1,41.0,0,2,226,4.0,3,3,3,4.0,4,4.0,4,1,2,5,2,3,4,0,5.0,1
1,1,39.0,0,0,1791,3.0,3,3,3,3.0,5,5.0,4,4,4,4,4,4,4,1,0.0,1
0,1,51.0,1,1,733,0.0,3,0,3,4.0,4,5.0,2,2,0,2,2,2,2,0,0.0,1
1,0,37.0,0,0,647,3.0,3,3,3,3.0,3,3.0,3,4,3,4,4,5,3,0,1.0,0
1,1,32.0,0,0,3493,4.0,4,4,4,4.0,4,4.0,4,3,2,4,3,5,4,65,62.0,1
0,1,30.0,0,2,657,3.0,1,1,1,5.0,5,5.0,5,4,2,5,1,5,5,85,74.0,1
0,0,23.0,0,1,196,5.0,0,5,1,5.0,1,3.0,5,2,4,4,3,4,3,154,154.0,1
0,1,43.0,0,0,119,1.0,1,1,1,2.0,2,2.0,5,5,5,5,5,5,5,61,55.0,1
1,1,31.0,1,1,733,0.0,5,0,2,1.0,0,1.0,1,4,4,4,1,4,1,0,0.0,1
1,1,51.0,0,0,3232,1.0,1,1,1,3.0,4,5.0,5,5,5,5,5,5,4,13,5.0,1
1,1,35.0,0,0,3158,3.0,3,4,3,1.0,2,2.0,5,5,5,5,5,5,1,0,0.0,1
0,1,55.0,0,0,3679,4.0,4,4,4,3.0,4,5.0,4,4,4,4,3,4,4,7,3.0,1
1,1,44.0,0,0,1589,2.0,2,2,2,4.0,4,5.0,5,5,5,5,4,5,4,0,0.0,1
1,1,53.0,0,0,3339,3.0,3,3,3,5.0,4,4.0,5,5,5,5,3,5,5,0,14.0,1
0,1,50.0,0,0,946,4.0,4,4,4,3.0,5,5.0,4,4,4,4,5,4,4,51,44.0,1
1,1,36.0,0,0,1998,5.0,5,5,5,2.0,1,3.0,4,4,4,4,5,4,2,0,0.0,1
0,1,60.0,0,2,150,5.0,5,1,5,3.0,5,5.0,5,5,5,5,5,5,4,0,2.0,1
1,1,43.0,0,1,331,5.0,4,4,4,5.0,5,5.0,5,1,3,4,4,5,5,0,2.0,1
1,1,39.0,0,0,591,1.0,1,1,1,5.0,4,5.0,5,5,5,5,5,5,4,22,16.0,1
0,1,56.0,0,0,3644,2.0,2,2,2,5.0,5,5.0,5,5,5,5,4,5,5,0,0.0,1
1,1,26.0,0,0,2408,1.0,1,1,1,1.0,1,1.0,1,4,1,4,2,3,1,88,82.0,0
1,1,57.0,0,0,641,5.0,5,5,5,2.0,5,5.0,4,4,4,4,3,4,4,0,0.0,1
1,1,43.0,0,0,3979,3.0,3,3,3,5.0,4,4.0,5,5,5,4,4,5,4,0,0.0,1
1,1,60.0,0,0,3177,1.0,1,1,1,5.0,5,5.0,5,5,5,5,3,5,4,0,4.0,1
1,1,49.0,0,0,2240,1.0,1,3,1,3.0,4,5.0,5,5,5,4,3,5,5,52,31.0,1
1,0,26.0,0,0,214,0.0,5,0,4,4.0,0,2.0,4,4,2,4,5,5,4,0,0.0,1
0,1,64.0,0,1,2496,4.0,2,2,2,4.0,4,4.0,5,3,4,5,4,4,4,0,0.0,1
1,1,54.0,0,1,954,4.0,5,5,5,4.0,4,4.0,4,1,2,2,5,3,4,0,0.0,1
1,1,15.0,1,1,237,5.0,5,5,2,2.0,5,2.0,2,3,2,4,5,4,2,0,0.0,1
1,1,31.0,0,0,1444,4.0,4,4,4,5.0,5,5.0,5,2,4,5,5,5,5,194,231.0,1
0,1,41.0,0,0,1532,4.0,4,4,4,4.0,5,5.0,4,4,4,4,4,4,3,0,0.0,1
1,1,41.0,0,0,2227,3.0,3,3,3,5.0,5,5.0,4,4,4,4,4,4,4,0,0.0,1
0,1,70.0,1,1,871,5.0,4,5,3,1.0,4,2.0,4,4,5,2,1,4,2,0,0.0,1
1,1,48.0,0,0,691,4.0,4,4,4,5.0,4,4.0,4,4,4,4,3,4,3,78,76.0,1
1,1,28.0,0,0,794,5.0,5,5,5,4.0,4,4.0,5,2,5,5,4,5,4,152,150.0,1
1,1,40.0,0,0,2070,3.0,3,3,3,5.0,5,4.0,5,5,5,5,4,5,5,8,0.0,1
0,0,22.0,0,0,985,5.0,0,5,5,5.0,5,5.0,5,3,4,5,4,5,5,0,0.0,1
0,1,25.0,0,0,1416,1.0,1,5,1,4.0,5,4.0,4,3,2,4,1,3,4,29,15.0,1
0,0,38.0,0,0,302,3.0,5,5,5,4.0,5,4.0,4,5,3,4,3,4,4,0,0.0,1
1,1,45.0,0,2,2419,5.0,3,5,5,5.0,5,5.0,3,3,4,5,5,2,5,23,16.0,1
1,1,43.0,0,0,922,4.0,4,4,4,2.0,4,4.0,3,3,3,3,5,3,5,28,27.0,1
0,1,33.0,0,0,1663,2.0,2,2,2,4.0,4,3.0,4,4,4,4,5,4,4,0,3.0,1
1,1,32.0,0,1,160,4.0,1,1,1,4.0,4,4.0,4,5,5,3,4,4,4,0,0.0,1
1,1,55.0,1,1,430,5.0,4,3,4,4.0,3,4.0,4,4,4,5,4,5,4,0,0.0,1
1,0,27.0,0,0,228,3.0,3,3,1,4.0,3,2.0,4,4,5,4,4,5,4,85,0.0,0
0,1,51.0,0,2,209,5.0,5,5,5,1.0,5,1.0,5,5,5,5,5,5,5,0,0.0,1
0,1,60.0,0,0,1471,4.0,4,4,4,4.0,5,4.0,4,4,5,4,4,4,3,22,10.0,1
0,1,34.0,1,1,1379,0.0,4,0,3,4.0,0,4.0,4,5,5,3,4,5,4,17,1.0,1
0,1,50.0,0,0,2340,2.0,2,2,2,5.0,5,5.0,4,4,4,4,4,4,5,0,0.0,1
1,1,45.0,0,0,3556,1.0,1,1,1,4.0,5,4.0,5,5,5,5,5,5,5,0,0.0,1
0,1,49.0,0,0,2486,2.0,2,3,2,5.0,5,5.0,5,3,4,4,5,5,5,0,9.0,1
1,1,53.0,0,1,211,4.0,4,4,4,4.0,4,4.0,4,5,3,1,1,4,4,5,0.0,1
0,1,28.0,1,1,2457,3.0,4,4,2,1.0,4,1.0,1,5,5,5,4,5,1,0,0.0,0
0,1,49.0,1,0,896,0.0,4,0,4,3.0,4,4.0,3,3,0,5,2,3,4,0,0.0,1
0,1,68.0,0,0,3263,5.0,5,5,5,4.0,3,1.0,4,4,4,4,5,4,4,0,0.0,1
0,0,20.0,0,1,447,4.0,1,4,4,3.0,4,3.0,3,3,3,4,1,4,3,0,16.0,0
1,0,25.0,0,0,472,4.0,1,4,5,2.0,4,5.0,2,4,4,4,3,5,2,0,1.0,1
1,1,30.0,0,2,748,0.0,0,0,1,2.0,0,4.0,2,2,1,5,1,1,2,0,0.0,1
0,1,43.0,0,0,304,3.0,3,3,3,2.0,5,4.0,5,5,5,5,4,5,3,0,0.0,1
1,1,18.0,0,0,1589,3.0,3,1,3,2.0,2,2.0,2,3,2,3,5,5,2,2,0.0,1
1,0,52.0,0,0,587,5.0,5,5,1,3.0,5,3.0,3,3,5,4,5,4,3,0,0.0,1
1,1,33.0,0,0,2486,1.0,3,3,3,1.0,1,1.0,4,4,4,4,1,2,1,2,38.0,0
1,1,55.0,0,0,235,1.0,1,1,1,3.0,5,4.0,5,5,5,5,4,5,4,0,0.0,1
1,1,35.0,0,0,606,4.0,4,4,4,2.0,5,4.0,4,4,4,4,4,4,4,34,28.0,1
0,1,58.0,1,1,100,2.0,5,2,5,2.0,4,5.0,5,5,2,5,5,5,5,15,17.0,0
1,0,48.0,0,0,1660,5.0,5,5,3,4.0,5,4.0,4,4,5,4,4,4,4,0,6.0,1
1,1,19.0,0,0,1522,2.0,2,2,2,4.0,4,4.0,4,3,3,5,4,4,4,8,0.0,1
1,1,69.0,0,0,3857,3.0,4,4,4,5.0,4,4.0,4,4,4,4,4,4,3,0,0.0,1
0,1,52.0,0,0,2953,2.0,2,2,2,3.0,4,5.0,5,5,5,5,4,5,5,10,2.0,1
